scenario,strategy,material_id,supplier_id,allocated_qty,material_demand_qty,material_coverage,landed_cost_cny,risk_score_0to100,shortage_qty_material
Cost Pressure,Resilience,M006,S017,1332252.5999999999,2220421.0,1.0,43.77274517,28.494507059383896,0.0
Cost Pressure,Resilience,M006,S018,888168.4000000001,2220421.0,1.0,44.303483224,31.7068326988035,0.0
Cost Pressure,Resilience,M007,S021,1512.6,2521.0,1.0,82.18162466800001,40.53446651874609,0.0
Cost Pressure,Resilience,M007,S020,1008.4000000000001,2521.0,1.0,83.87841000000002,41.147429951690825,0.0
Cost Pressure,Resilience,M008,S022,38878.2,64797.0,1.0,176.491954496,26.090065018315023,0.0
Cost Pressure,Resilience,M008,S023,25918.800000000003,64797.0,1.0,195.52087500000002,31.71008724168069,0.0
Supply Disruption,Lowest Cost,M001,S003,30139.199999999997,43334.0,1.0,733.8351,59.59656707543664,0.0
Supply Disruption,Lowest Cost,M001,S001,13194.800000000003,43334.0,1.0,801.475475,35.152492202464444,0.0
Supply Disruption,Lowest Cost,M002,S004,22671.6,34547.0,1.0,389.6863,38.91739679357335,0.0
Supply Disruption,Lowest Cost,M002,S006,11875.400000000001,34547.0,1.0,412.38940652,37.74976480052073,0.0
Supply Disruption,Lowest Cost,M003,S008,5132.4,9493.0,1.0,526.55031,60.00535406437535,0.0
Supply Disruption,Lowest Cost,M003,S009,4360.6,9493.0,1.0,549.7825,15.847725177304966,0.0
Supply Disruption,Lowest Cost,M004,S012,47510.399999999994,74707.0,1.0,109.00065000000001,41.39304266855257,0.0
Supply Disruption,Lowest Cost,M004,S011,27196.600000000006,74707.0,1.0,114.86888763999998,45.1956041742507,0.0
Supply Disruption,Lowest Cost,M005,S014,571.1999999999999,1294.0,1.0,8740.376375,58.26184313725491,0.0
Supply Disruption,Lowest Cost,M005,S013,705.5999999999999,1294.0,1.0,8752.2092,30.77325730685878,0.0
Supply Disruption,Lowest Cost,M005,S015,17.20000000000016,1294.0,1.0,9603.044559999998,47.45463601532567,0.0
Supply Disruption,Lowest Cost,M006,S017,1593085.2,2220421.0,1.0,39.793404699999996,28.494507059383896,0.0
Supply Disruption,Lowest Cost,M006,S018,627335.8,2220421.0,1.0,40.275893839999995,31.7068326988035,0.0
Supply Disruption,Lowest Cost,M007,S019,1537.1999999999998,2521.0,1.0,74.4186,43.1579635701275,0.0
Supply Disruption,Lowest Cost,M007,S021,983.8000000000002,2521.0,1.0,74.71056788,40.53446651874609,0.0
Supply Disruption,Lowest Cost,M008,S024,39085.2,64797.0,1.0,157.0817206,54.44287857296368,0.0
Supply Disruption,Lowest Cost,M008,S022,25711.800000000003,64797.0,1.0,160.44723136,26.090065018315023,0.0
Supply Disruption,Balanced,M001,S001,21369.6,43334.0,1.0,801.475475,35.152492202464444,0.0
Supply Disruption,Balanced,M001,S003,21964.4,43334.0,1.0,733.8351,59.59656707543664,0.0
Supply Disruption,Balanced,M002,S004,22671.6,34547.0,1.0,389.6863,38.91739679357335,0.0
Supply Disruption,Balanced,M002,S006,11875.400000000001,34547.0,1.0,412.38940652,37.74976480052073,0.0
Supply Disruption,Balanced,M003,S009,6316.799999999999,9493.0,1.0,549.7825,15.847725177304966,0.0
Supply Disruption,Balanced,M003,S008,3176.2000000000007,9493.0,1.0,526.55031,60.00535406437535,0.0
Supply Disruption,Balanced,M004,S012,47510.399999999994,74707.0,1.0,109.00065000000001,41.39304266855257,0.0
Supply Disruption,Balanced,M004,S010,27196.600000000006,74707.0,1.0,120.7810751,42.342353750990725,0.0
Supply Disruption,Balanced,M005,S013,705.5999999999999,1294.0,1.0,8752.2092,30.77325730685878,0.0
Supply Disruption,Balanced,M005,S014,571.1999999999999,1294.0,1.0,8740.376375,58.26184313725491,0.0
Supply Disruption,Balanced,M005,S015,17.20000000000016,1294.0,1.0,9603.044559999998,47.45463601532567,0.0
Supply Disruption,Balanced,M006,S017,1593085.2,2220421.0,1.0,39.793404699999996,28.494507059383896,0.0
Supply Disruption,Balanced,M006,S018,627335.8,2220421.0,1.0,40.275893839999995,31.7068326988035,0.0
Supply Disruption,Balanced,M007,S021,1587.6,2521.0,1.0,74.71056788,40.53446651874609,0.0
Supply Disruption,Balanced,M007,S019,933.4000000000001,2521.0,1.0,74.4186,43.1579635701275,0.0
Supply Disruption,Balanced,M008,S022,36691.2,64797.0,1.0,160.44723136,26.090065018315023,0.0
Supply Disruption,Balanced,M008,S024,28105.800000000003,64797.0,1.0,157.0817206,54.44287857296368,0.0
Supply Disruption,Resilience,M001,S002,22218.0,43334.0,1.0,881.346275,17.60280403276623,0.0
Supply Disruption,Resilience,M001,S001,21116.0,43334.0,1.0,801.475475,35.152492202464444,0.0
Supply Disruption,Resilience,M002,S004,20728.2,34547.0,1.0,389.6863,38.91739679357335,0.0
Supply Disruption,Resilience,M002,S006,13818.8,34547.0,1.0,412.38940652,37.74976480052073,0.0
Supply Disruption,Resilience,M003,S009,5695.8,9493.0,1.0,549.7825,15.847725177304966,0.0
Supply Disruption,Resilience,M003,S008,3797.2,9493.0,1.0,526.55031,60.00535406437535,0.0
Supply Disruption,Resilience,M004,S012,44824.2,74707.0,1.0,109.00065000000001,41.39304266855257,0.0
Supply Disruption,Resilience,M004,S010,29882.800000000003,74707.0,1.0,120.7810751,42.342353750990725,0.0
Supply Disruption,Resilience,M005,S013,705.5999999999999,1294.0,1.0,8752.2092,30.77325730685878,0.0
Supply Disruption,Resilience,M005,S014,571.1999999999999,1294.0,1.0,8740.376375,58.26184313725491,0.0
Supply Disruption,Resilience,M005,S015,17.20000000000016,1294.0,1.0,9603.044559999998,47.45463601532567,0.0
Supply Disruption,Resilience,M006,S017,1332252.5999999999,2220421.0,1.0,39.793404699999996,28.494507059383896,0.0
Supply Disruption,Resilience,M006,S018,888168.4000000001,2220421.0,1.0,40.275893839999995,31.7068326988035,0.0
Supply Disruption,Resilience,M007,S021,1512.6,2521.0,1.0,74.71056788,40.53446651874609,0.0
Supply Disruption,Resilience,M007,S020,1008.4000000000001,2521.0,1.0,76.2531,41.147429951690825,0.0
Supply Disruption,Resilience,M008,S022,36691.2,64797.0,1.0,160.44723136,26.090065018315023,0.0
Supply Disruption,Resilience,M008,S023,28105.800000000003,64797.0,1.0,177.74625,31.71008724168069,0.0
FX Shock,Lowest Cost,M001,S003,43056.0,43334.0,1.0,733.8351,59.59656707543664,0.0
FX Shock,Lowest Cost,M001,S001,278.0,43334.0,1.0,865.593513,35.152492202464444,0.0
FX Shock,Lowest Cost,M002,S004,32388.0,34547.0,1.0,389.6863,38.91739679357335,0.0
FX Shock,Lowest Cost,M002,S006,2159.0,34547.0,1.0,445.38055904160007,37.74976480052073,0.0
FX Shock,Lowest Cost,M003,S009,9024.0,9493.0,1.0,549.7825,15.847725177304966,0.0
FX Shock,Lowest Cost,M003,S008,469.0,9493.0,1.0,568.6743348,60.00535406437535,0.0
FX Shock,Lowest Cost,M004,S012,67872.0,74707.0,1.0,117.72070200000002,41.39304266855257,0.0
FX Shock,Lowest Cost,M004,S011,6835.0,74707.0,1.0,124.0583986512,45.1956041742507,0.0
FX Shock,Lowest Cost,M005,S013,1008.0,1294.0,1.0,8752.2092,30.77325730685878,0.0
FX Shock,Lowest Cost,M005,S014,286.0,1294.0,1.0,9439.606485,58.26184313725491,0.0
FX Shock,Lowest Cost,M006,S017,2220421.0,2220421.0,1.0,42.976877076,28.494507059383896,0.0
FX Shock,Lowest Cost,M007,S020,1656.0,2521.0,1.0,76.2531,41.147429951690825,0.0
FX Shock,Lowest Cost,M007,S019,865.0,2521.0,1.0,80.372088,43.1579635701275,0.0
FX Shock,Lowest Cost,M008,S024,55836.0,64797.0,1.0,169.64825824800002,54.44287857296368,0.0
FX Shock,Lowest Cost,M008,S022,8961.0,64797.0,1.0,173.2830098688,26.090065018315023,0.0
FX Shock,Balanced,M001,S003,32500.5,43334.0,1.0,733.8351,59.59656707543664,0.0
FX Shock,Balanced,M001,S001,10833.5,43334.0,1.0,865.593513,35.152492202464444,0.0
FX Shock,Balanced,M002,S004,25910.25,34547.0,1.0,389.6863,38.91739679357335,0.0
FX Shock,Balanced,M002,S006,8636.75,34547.0,1.0,445.38055904160007,37.74976480052073,0.0
FX Shock,Balanced,M003,S009,7119.75,9493.0,1.0,549.7825,15.847725177304966,0.0
FX Shock,Balanced,M003,S008,2373.25,9493.0,1.0,568.6743348,60.00535406437535,0.0
FX Shock,Balanced,M004,S012,56030.25,74707.0,1.0,117.72070200000002,41.39304266855257,0.0
FX Shock,Balanced,M004,S010,18676.75,74707.0,1.0,130.443561108,42.342353750990725,0.0
FX Shock,Balanced,M005,S013,970.5,1294.0,1.0,8752.2092,30.77325730685878,0.0
FX Shock,Balanced,M005,S014,323.5,1294.0,1.0,9439.606485,58.26184313725491,0.0
FX Shock,Balanced,M006,S017,1665315.75,2220421.0,1.0,42.976877076,28.494507059383896,0.0
FX Shock,Balanced,M006,S018,555105.25,2220421.0,1.0,43.497965347199994,31.7068326988035,0.0
FX Shock,Balanced,M007,S020,1656.0,2521.0,1.0,76.2531,41.147429951690825,0.0
FX Shock,Balanced,M007,S021,865.0,2521.0,1.0,80.6874133104,40.53446651874609,0.0
FX Shock,Balanced,M008,S022,48597.75,64797.0,1.0,173.2830098688,26.090065018315023,0.0
FX Shock,Balanced,M008,S024,16199.25,64797.0,1.0,169.64825824800002,54.44287857296368,0.0
FX Shock,Resilience,M001,S002,26000.399999999998,43334.0,1.0,951.8539770000001,17.60280403276623,0.0
FX Shock,Resilience,M001,S001,17333.600000000002,43334.0,1.0,865.593513,35.152492202464444,0.0
FX Shock,Resilience,M002,S004,20728.2,34547.0,1.0,389.6863,38.91739679357335,0.0
FX Shock,Resilience,M002,S006,13818.8,34547.0,1.0,445.38055904160007,37.74976480052073,0.0
FX Shock,Resilience,M003,S009,5695.8,9493.0,1.0,549.7825,15.847725177304966,0.0
FX Shock,Resilience,M003,S008,3797.2,9493.0,1.0,568.6743348,60.00535406437535,0.0
FX Shock,Resilience,M004,S012,44824.2,74707.0,1.0,117.72070200000002,41.39304266855257,0.0
FX Shock,Resilience,M004,S010,29882.800000000003,74707.0,1.0,130.443561108,42.342353750990725,0.0
FX Shock,Resilience,M005,S013,776.4,1294.0,1.0,8752.2092,30.77325730685878,0.0
FX Shock,Resilience,M005,S015,517.6,1294.0,1.0,10371.2881248,47.45463601532567,0.0
FX Shock,Resilience,M006,S017,1332252.5999999999,2220421.0,1.0,42.976877076,28.494507059383896,0.0
FX Shock,Resilience,M006,S018,888168.4000000001,2220421.0,1.0,43.497965347199994,31.7068326988035,0.0
FX Shock,Resilience,M007,S020,1512.6,2521.0,1.0,76.2531,41.147429951690825,0.0
FX Shock,Resilience,M007,S021,1008.4000000000001,2521.0,1.0,80.6874133104,40.53446651874609,0.0
FX Shock,Resilience,M008,S022,38878.2,64797.0,1.0,173.2830098688,26.090065018315023,0.0
FX Shock,Resilience,M008,S023,25918.800000000003,64797.0,1.0,191.96595000000002,31.71008724168069,0.0
